sequence_file_id,run_library_assignment_id,sequencing_run_id,library_preparation_id,seq_sample_id,current_seq_sample_id,correct_seq_sample_id,suggested_correct_seq_sample_id,suggested_equals_correct,already_correct,forward_fq,reverse_fq,corrected_forward_fq,corrected_reverse_fq,note
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-43__1.0__6C__2021-01-09__1__6C__126.0__ITS__T-2020-ITS-c-43,RLA__seq230710_GW4I8__LP__DX__T-030620-w-43__1.0__6C__2021-01-09__1__6C__126.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-43__1.0__6C__2021-01-09__1__6C__126.0__ITS,T-2020-ITS-c-43,T-2020-ITS-c-43,T-030620-ITS-w-43,T-030620-ITS-w-43,True,False,T-2020-ITS-c-43_S43_L001_R1_001.fastq.gz,T-2020-ITS-c-43_S43_L001_R2_001.fastq.gz,T-030620-ITS-w-43_S43_L001_R1_001.fastq.gz,T-030620-ITS-w-43_S43_L001_R2_001.fastq.gz,Alex_rust
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-42__1.0__6B__2021-01-09__1__6B__114.0__ITS__T-2020-ITS-c-42,RLA__seq230710_GW4I8__LP__DX__T-030620-w-42__1.0__6B__2021-01-09__1__6B__114.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-42__1.0__6B__2021-01-09__1__6B__114.0__ITS,T-2020-ITS-c-42,T-2020-ITS-c-42,T-030620-ITS-w-42,T-030620-ITS-w-42,True,False,T-2020-ITS-c-42_S42_L001_R1_001.fastq.gz,T-2020-ITS-c-42_S42_L001_R2_001.fastq.gz,T-030620-ITS-w-42_S42_L001_R1_001.fastq.gz,T-030620-ITS-w-42_S42_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-1__1.0__1A__2021-01-09__1__1A__97.0__ITS__T-2020-ITS-c-1,RLA__seq230710_GW4I8__LP__DX__T-030620-w-1__1.0__1A__2021-01-09__1__1A__97.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-1__1.0__1A__2021-01-09__1__1A__97.0__ITS,T-2020-ITS-c-1,T-2020-ITS-c-1,T-030620-ITS-w-1,T-030620-ITS-w-1,True,False,T-2020-ITS-c-1_S1_L001_R1_001.fastq.gz,T-2020-ITS-c-1_S1_L001_R2_001.fastq.gz,T-030620-ITS-w-1_S1_L001_R1_001.fastq.gz,T-030620-ITS-w-1_S1_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-41__1.0__6A__2021-01-09__1__6A__102.0__ITS__T-2020-ITS-c-41,RLA__seq230710_GW4I8__LP__DX__T-030620-w-41__1.0__6A__2021-01-09__1__6A__102.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-41__1.0__6A__2021-01-09__1__6A__102.0__ITS,T-2020-ITS-c-41,T-2020-ITS-c-41,T-030620-ITS-w-41,T-030620-ITS-w-41,True,False,T-2020-ITS-c-41_S41_L001_R1_001.fastq.gz,T-2020-ITS-c-41_S41_L001_R2_001.fastq.gz,T-030620-ITS-w-41_S41_L001_R1_001.fastq.gz,T-030620-ITS-w-41_S41_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-39__1.0__5G__2021-01-09__1__5G__173.0__ITS__T-2020-ITS-c-39,RLA__seq230710_GW4I8__LP__DX__T-030620-w-39__1.0__5G__2021-01-09__1__5G__173.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-39__1.0__5G__2021-01-09__1__5G__173.0__ITS,T-2020-ITS-c-39,T-2020-ITS-c-39,T-030620-ITS-w-39,T-030620-ITS-w-39,True,False,T-2020-ITS-c-39_S39_L001_R1_001.fastq.gz,T-2020-ITS-c-39_S39_L001_R2_001.fastq.gz,T-030620-ITS-w-39_S39_L001_R1_001.fastq.gz,T-030620-ITS-w-39_S39_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-38__1.0__5F__2021-01-09__1__5F__161.0__ITS__T-2020-ITS-c-38,RLA__seq230710_GW4I8__LP__DX__T-030620-w-38__1.0__5F__2021-01-09__1__5F__161.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-38__1.0__5F__2021-01-09__1__5F__161.0__ITS,T-2020-ITS-c-38,T-2020-ITS-c-38,T-030620-ITS-w-38,T-030620-ITS-w-38,True,False,T-2020-ITS-c-38_S38_L001_R1_001.fastq.gz,T-2020-ITS-c-38_S38_L001_R2_001.fastq.gz,T-030620-ITS-w-38_S38_L001_R1_001.fastq.gz,T-030620-ITS-w-38_S38_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-37__1.0__5E__2021-01-09__1__5E__149.0__ITS__T-2020-ITS-c-37,RLA__seq230710_GW4I8__LP__DX__T-030620-w-37__1.0__5E__2021-01-09__1__5E__149.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-37__1.0__5E__2021-01-09__1__5E__149.0__ITS,T-2020-ITS-c-37,T-2020-ITS-c-37,T-030620-ITS-w-37,T-030620-ITS-w-37,True,False,T-2020-ITS-c-37_S37_L001_R1_001.fastq.gz,T-2020-ITS-c-37_S37_L001_R2_001.fastq.gz,T-030620-ITS-w-37_S37_L001_R1_001.fastq.gz,T-030620-ITS-w-37_S37_L001_R2_001.fastq.gz,Alex_destroyed
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-36__1.0__5D__2021-01-09__1__5D__137.0__ITS__T-2020-ITS-c-36,RLA__seq230710_GW4I8__LP__DX__T-030620-w-36__1.0__5D__2021-01-09__1__5D__137.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-36__1.0__5D__2021-01-09__1__5D__137.0__ITS,T-2020-ITS-c-36,T-2020-ITS-c-36,T-030620-ITS-w-36,T-030620-ITS-w-36,True,False,T-2020-ITS-c-36_S36_L001_R1_001.fastq.gz,T-2020-ITS-c-36_S36_L001_R2_001.fastq.gz,T-030620-ITS-w-36_S36_L001_R1_001.fastq.gz,T-030620-ITS-w-36_S36_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-35__1.0__5C__2021-01-09__1__5C__125.0__ITS__T-2020-ITS-c-35,RLA__seq230710_GW4I8__LP__DX__T-030620-w-35__1.0__5C__2021-01-09__1__5C__125.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-35__1.0__5C__2021-01-09__1__5C__125.0__ITS,T-2020-ITS-c-35,T-2020-ITS-c-35,T-030620-ITS-w-35,T-030620-ITS-w-35,True,False,T-2020-ITS-c-35_S35_L001_R1_001.fastq.gz,T-2020-ITS-c-35_S35_L001_R2_001.fastq.gz,T-030620-ITS-w-35_S35_L001_R1_001.fastq.gz,T-030620-ITS-w-35_S35_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-34__1.0__5B__2021-01-09__1__5B__113.0__ITS__T-2020-ITS-c-34,RLA__seq230710_GW4I8__LP__DX__T-030620-w-34__1.0__5B__2021-01-09__1__5B__113.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-34__1.0__5B__2021-01-09__1__5B__113.0__ITS,T-2020-ITS-c-34,T-2020-ITS-c-34,T-030620-ITS-w-34,T-030620-ITS-w-34,True,False,T-2020-ITS-c-34_S34_L001_R1_001.fastq.gz,T-2020-ITS-c-34_S34_L001_R2_001.fastq.gz,T-030620-ITS-w-34_S34_L001_R1_001.fastq.gz,T-030620-ITS-w-34_S34_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-33__1.0__5A__2021-01-09__1__5A__101.0__ITS__T-2020-ITS-c-33,RLA__seq230710_GW4I8__LP__DX__T-030620-w-33__1.0__5A__2021-01-09__1__5A__101.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-33__1.0__5A__2021-01-09__1__5A__101.0__ITS,T-2020-ITS-c-33,T-2020-ITS-c-33,T-030620-ITS-w-33,T-030620-ITS-w-33,True,False,T-2020-ITS-c-33_S33_L001_R1_001.fastq.gz,T-2020-ITS-c-33_S33_L001_R2_001.fastq.gz,T-030620-ITS-w-33_S33_L001_R1_001.fastq.gz,T-030620-ITS-w-33_S33_L001_R2_001.fastq.gz,Alex_broken
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-32__1.0__4H__2021-01-09__1__4H__184.0__ITS__T-2020-ITS-c-32,RLA__seq230710_GW4I8__LP__DX__T-030620-w-32__1.0__4H__2021-01-09__1__4H__184.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-32__1.0__4H__2021-01-09__1__4H__184.0__ITS,T-2020-ITS-c-32,T-2020-ITS-c-32,T-030620-ITS-w-32,T-030620-ITS-w-32,True,False,T-2020-ITS-c-32_S32_L001_R1_001.fastq.gz,T-2020-ITS-c-32_S32_L001_R2_001.fastq.gz,T-030620-ITS-w-32_S32_L001_R1_001.fastq.gz,T-030620-ITS-w-32_S32_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-31__1.0__4G__2021-01-09__1__4G__172.0__ITS__T-2020-ITS-c-31,RLA__seq230710_GW4I8__LP__DX__T-030620-w-31__1.0__4G__2021-01-09__1__4G__172.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-31__1.0__4G__2021-01-09__1__4G__172.0__ITS,T-2020-ITS-c-31,T-2020-ITS-c-31,T-030620-ITS-w-31,T-030620-ITS-w-31,True,False,T-2020-ITS-c-31_S31_L001_R1_001.fastq.gz,T-2020-ITS-c-31_S31_L001_R2_001.fastq.gz,T-030620-ITS-w-31_S31_L001_R1_001.fastq.gz,T-030620-ITS-w-31_S31_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-30__1.0__4F__2021-01-09__1__4F__160.0__ITS__T-2020-ITS-c-30,RLA__seq230710_GW4I8__LP__DX__T-030620-w-30__1.0__4F__2021-01-09__1__4F__160.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-30__1.0__4F__2021-01-09__1__4F__160.0__ITS,T-2020-ITS-c-30,T-2020-ITS-c-30,T-030620-ITS-w-30,T-030620-ITS-w-30,True,False,T-2020-ITS-c-30_S30_L001_R1_001.fastq.gz,T-2020-ITS-c-30_S30_L001_R2_001.fastq.gz,T-030620-ITS-w-30_S30_L001_R1_001.fastq.gz,T-030620-ITS-w-30_S30_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-29__1.0__4E__2021-01-09__1__4E__148.0__ITS__T-2020-ITS-c-29,RLA__seq230710_GW4I8__LP__DX__T-030620-w-29__1.0__4E__2021-01-09__1__4E__148.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-29__1.0__4E__2021-01-09__1__4E__148.0__ITS,T-2020-ITS-c-29,T-2020-ITS-c-29,T-030620-ITS-w-29,T-030620-ITS-w-29,True,False,T-2020-ITS-c-29_S29_L001_R1_001.fastq.gz,T-2020-ITS-c-29_S29_L001_R2_001.fastq.gz,T-030620-ITS-w-29_S29_L001_R1_001.fastq.gz,T-030620-ITS-w-29_S29_L001_R2_001.fastq.gz,Alex_big
SF__RLA__seq230710_GW4I8__LP__DX__T-030620-w-40__1.0__5H__2021-01-09__1__5H__185.0__ITS__T-2020-ITS-c-40,RLA__seq230710_GW4I8__LP__DX__T-030620-w-40__1.0__5H__2021-01-09__1__5H__185.0__ITS,seq230710_GW4I8,LP__DX__T-030620-w-40__1.0__5H__2021-01-09__1__5H__185.0__ITS,T-2020-ITS-c-40,T-2020-ITS-c-40,T-030620-ITS-w-40,T-030620-ITS-w-40,True,False,T-2020-ITS-c-40_S40_L001_R1_001.fastq.gz,T-2020-ITS-c-40_S40_L001_R2_001.fastq.gz,T-030620-ITS-w-40_S40_L001_R1_001.fastq.gz,T-030620-ITS-w-40_S40_L001_R2_001.fastq.gz,
SF__RLA__seq230710_GW4I8__LP__DX__Ultrapure-water__7E__1__7E__151.0__ITS__T-2020-ITS-c-neg,RLA__seq230710_GW4I8__LP__DX__Ultrapure-water__7E__1__7E__151.0__ITS,seq230710_GW4I8,LP__DX__Ultrapure-water__7E__1__7E__151.0__ITS,T-2020-ITS-c-neg,T-2020-ITS-c-neg,T-000020-ITS-w-P1-neg,T-000020-ITS-w-P1-neg,True,False,T-2020-ITS-c-neg_S53_L001_R1_001.fastq.gz,T-2020-ITS-c-neg_S53_L001_R2_001.fastq.gz,T-000020-ITS-w-P1-neg_S53_L001_R1_001.fastq.gz,T-000020-ITS-w-P1-neg_S53_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-1__1.0__1A__2021-01-09__1__1A__97.0__16S__T-2020-16S-c-1,RLA__seq230714_FWU63__LP__DX__T-030620-w-1__1.0__1A__2021-01-09__1__1A__97.0__16S,seq230714_FWU63,LP__DX__T-030620-w-1__1.0__1A__2021-01-09__1__1A__97.0__16S,T-2020-16S-c-1,T-2020-16S-c-1,T-030620-16S-w-1,T-030620-16S-w-1,True,False,T-2020-16S-c-1_S1_L001_R1_001.fastq.gz,T-2020-16S-c-1_S1_L001_R2_001.fastq.gz,T-030620-16S-w-1_S1_L001_R1_001.fastq.gz,T-030620-16S-w-1_S1_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__alex-control__7D__1__7D__139.0__16S__T-2020-16S-c-52,RLA__seq230714_FWU63__LP__DX__alex-control__7D__1__7D__139.0__16S,seq230714_FWU63,LP__DX__alex-control__7D__1__7D__139.0__16S,T-2020-16S-c-52,T-2020-16S-c-52,T-000020-16S-w-55-DO-NOT-INCLUDE,T-000020-16S-w-55-DO-NOT-INCLUDE,True,False,T-2020-16S-c-52_S52_L001_R1_001.fastq.gz,T-2020-16S-c-52_S52_L001_R2_001.fastq.gz,T-000020-16S-w-55-DO-NOT-INCLUDE_S52_L001_R1_001.fastq.gz,T-000020-16S-w-55-DO-NOT-INCLUDE_S52_L001_R2_001.fastq.gz,not_a_sample_do_not_inlcude
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-24__1.0__3H__2021-01-09__1__3H__183.0__16S__T-2020-16S-c-24,RLA__seq230714_FWU63__LP__DX__T-030620-w-24__1.0__3H__2021-01-09__1__3H__183.0__16S,seq230714_FWU63,LP__DX__T-030620-w-24__1.0__3H__2021-01-09__1__3H__183.0__16S,T-2020-16S-c-24,T-2020-16S-c-24,T-030620-16S-w-24,T-030620-16S-w-24,True,False,T-2020-16S-c-24_S24_L001_R1_001.fastq.gz,T-2020-16S-c-24_S24_L001_R2_001.fastq.gz,T-030620-16S-w-24_S24_L001_R1_001.fastq.gz,T-030620-16S-w-24_S24_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-23__1.0__3G__2021-01-09__1__3G__171.0__16S__T-2020-16S-c-23,RLA__seq230714_FWU63__LP__DX__T-030620-w-23__1.0__3G__2021-01-09__1__3G__171.0__16S,seq230714_FWU63,LP__DX__T-030620-w-23__1.0__3G__2021-01-09__1__3G__171.0__16S,T-2020-16S-c-23,T-2020-16S-c-23,T-030620-16S-w-23,T-030620-16S-w-23,True,False,T-2020-16S-c-23_S23_L001_R1_001.fastq.gz,T-2020-16S-c-23_S23_L001_R2_001.fastq.gz,T-030620-16S-w-23_S23_L001_R1_001.fastq.gz,T-030620-16S-w-23_S23_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-22__1.0__3F__2021-01-09__1__3F__159.0__16S__T-2020-16S-c-22,RLA__seq230714_FWU63__LP__DX__T-030620-w-22__1.0__3F__2021-01-09__1__3F__159.0__16S,seq230714_FWU63,LP__DX__T-030620-w-22__1.0__3F__2021-01-09__1__3F__159.0__16S,T-2020-16S-c-22,T-2020-16S-c-22,T-030620-16S-w-22,T-030620-16S-w-22,True,False,T-2020-16S-c-22_S22_L001_R1_001.fastq.gz,T-2020-16S-c-22_S22_L001_R2_001.fastq.gz,T-030620-16S-w-22_S22_L001_R1_001.fastq.gz,T-030620-16S-w-22_S22_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-21__1.0__3E__2021-01-09__1__3E__147.0__16S__T-2020-16S-c-21,RLA__seq230714_FWU63__LP__DX__T-030620-w-21__1.0__3E__2021-01-09__1__3E__147.0__16S,seq230714_FWU63,LP__DX__T-030620-w-21__1.0__3E__2021-01-09__1__3E__147.0__16S,T-2020-16S-c-21,T-2020-16S-c-21,T-030620-16S-w-21,T-030620-16S-w-21,True,False,T-2020-16S-c-21_S21_L001_R1_001.fastq.gz,T-2020-16S-c-21_S21_L001_R2_001.fastq.gz,T-030620-16S-w-21_S21_L001_R1_001.fastq.gz,T-030620-16S-w-21_S21_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-20__1.0__3D__2021-01-09__1__3D__135.0__16S__T-2020-16S-c-20,RLA__seq230714_FWU63__LP__DX__T-030620-w-20__1.0__3D__2021-01-09__1__3D__135.0__16S,seq230714_FWU63,LP__DX__T-030620-w-20__1.0__3D__2021-01-09__1__3D__135.0__16S,T-2020-16S-c-20,T-2020-16S-c-20,T-030620-16S-w-20,T-030620-16S-w-20,True,False,T-2020-16S-c-20_S20_L001_R1_001.fastq.gz,T-2020-16S-c-20_S20_L001_R2_001.fastq.gz,T-030620-16S-w-20_S20_L001_R1_001.fastq.gz,T-030620-16S-w-20_S20_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-19__1.0__3C__2021-01-09__1__3C__123.0__16S__T-2020-16S-c-19,RLA__seq230714_FWU63__LP__DX__T-030620-w-19__1.0__3C__2021-01-09__1__3C__123.0__16S,seq230714_FWU63,LP__DX__T-030620-w-19__1.0__3C__2021-01-09__1__3C__123.0__16S,T-2020-16S-c-19,T-2020-16S-c-19,T-030620-16S-w-19,T-030620-16S-w-19,True,False,T-2020-16S-c-19_S19_L001_R1_001.fastq.gz,T-2020-16S-c-19_S19_L001_R2_001.fastq.gz,T-030620-16S-w-19_S19_L001_R1_001.fastq.gz,T-030620-16S-w-19_S19_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-18__1.0__3B__2021-01-09__1__3B__111.0__16S__T-2020-16S-c-18,RLA__seq230714_FWU63__LP__DX__T-030620-w-18__1.0__3B__2021-01-09__1__3B__111.0__16S,seq230714_FWU63,LP__DX__T-030620-w-18__1.0__3B__2021-01-09__1__3B__111.0__16S,T-2020-16S-c-18,T-2020-16S-c-18,T-030620-16S-w-18,T-030620-16S-w-18,True,False,T-2020-16S-c-18_S18_L001_R1_001.fastq.gz,T-2020-16S-c-18_S18_L001_R2_001.fastq.gz,T-030620-16S-w-18_S18_L001_R1_001.fastq.gz,T-030620-16S-w-18_S18_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-17__1.0__3A__2021-01-09__1__3A__99.0__16S__T-2020-16S-c-17,RLA__seq230714_FWU63__LP__DX__T-030620-w-17__1.0__3A__2021-01-09__1__3A__99.0__16S,seq230714_FWU63,LP__DX__T-030620-w-17__1.0__3A__2021-01-09__1__3A__99.0__16S,T-2020-16S-c-17,T-2020-16S-c-17,T-030620-16S-w-17,T-030620-16S-w-17,True,False,T-2020-16S-c-17_S17_L001_R1_001.fastq.gz,T-2020-16S-c-17_S17_L001_R2_001.fastq.gz,T-030620-16S-w-17_S17_L001_R1_001.fastq.gz,T-030620-16S-w-17_S17_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-16__1.0__2H__2021-01-09__1__2H__182.0__16S__T-2020-16S-c-16,RLA__seq230714_FWU63__LP__DX__T-030620-w-16__1.0__2H__2021-01-09__1__2H__182.0__16S,seq230714_FWU63,LP__DX__T-030620-w-16__1.0__2H__2021-01-09__1__2H__182.0__16S,T-2020-16S-c-16,T-2020-16S-c-16,T-030620-16S-w-16,T-030620-16S-w-16,True,False,T-2020-16S-c-16_S16_L001_R1_001.fastq.gz,T-2020-16S-c-16_S16_L001_R2_001.fastq.gz,T-030620-16S-w-16_S16_L001_R1_001.fastq.gz,T-030620-16S-w-16_S16_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-15__1.0__2G__2021-01-09__1__2G__170.0__16S__T-2020-16S-c-15,RLA__seq230714_FWU63__LP__DX__T-030620-w-15__1.0__2G__2021-01-09__1__2G__170.0__16S,seq230714_FWU63,LP__DX__T-030620-w-15__1.0__2G__2021-01-09__1__2G__170.0__16S,T-2020-16S-c-15,T-2020-16S-c-15,T-030620-16S-w-15,T-030620-16S-w-15,True,False,T-2020-16S-c-15_S15_L001_R1_001.fastq.gz,T-2020-16S-c-15_S15_L001_R2_001.fastq.gz,T-030620-16S-w-15_S15_L001_R1_001.fastq.gz,T-030620-16S-w-15_S15_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-14__1.0__2F__2021-01-09__1__2F__158.0__16S__T-2020-16S-c-14,RLA__seq230714_FWU63__LP__DX__T-030620-w-14__1.0__2F__2021-01-09__1__2F__158.0__16S,seq230714_FWU63,LP__DX__T-030620-w-14__1.0__2F__2021-01-09__1__2F__158.0__16S,T-2020-16S-c-14,T-2020-16S-c-14,T-030620-16S-w-14,T-030620-16S-w-14,True,False,T-2020-16S-c-14_S14_L001_R1_001.fastq.gz,T-2020-16S-c-14_S14_L001_R2_001.fastq.gz,T-030620-16S-w-14_S14_L001_R1_001.fastq.gz,T-030620-16S-w-14_S14_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-13__1.0__2E__2021-01-09__1__2E__146.0__16S__T-2020-16S-c-13,RLA__seq230714_FWU63__LP__DX__T-030620-w-13__1.0__2E__2021-01-09__1__2E__146.0__16S,seq230714_FWU63,LP__DX__T-030620-w-13__1.0__2E__2021-01-09__1__2E__146.0__16S,T-2020-16S-c-13,T-2020-16S-c-13,T-030620-16S-w-13,T-030620-16S-w-13,True,False,T-2020-16S-c-13_S13_L001_R1_001.fastq.gz,T-2020-16S-c-13_S13_L001_R2_001.fastq.gz,T-030620-16S-w-13_S13_L001_R1_001.fastq.gz,T-030620-16S-w-13_S13_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-12__1.0__2D__2021-01-09__1__2D__134.0__16S__T-2020-16S-c-12,RLA__seq230714_FWU63__LP__DX__T-030620-w-12__1.0__2D__2021-01-09__1__2D__134.0__16S,seq230714_FWU63,LP__DX__T-030620-w-12__1.0__2D__2021-01-09__1__2D__134.0__16S,T-2020-16S-c-12,T-2020-16S-c-12,T-030620-16S-w-12,T-030620-16S-w-12,True,False,T-2020-16S-c-12_S12_L001_R1_001.fastq.gz,T-2020-16S-c-12_S12_L001_R2_001.fastq.gz,T-030620-16S-w-12_S12_L001_R1_001.fastq.gz,T-030620-16S-w-12_S12_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-11__1.0__2C__2021-01-09__1__2C__122.0__16S__T-2020-16S-c-11,RLA__seq230714_FWU63__LP__DX__T-030620-w-11__1.0__2C__2021-01-09__1__2C__122.0__16S,seq230714_FWU63,LP__DX__T-030620-w-11__1.0__2C__2021-01-09__1__2C__122.0__16S,T-2020-16S-c-11,T-2020-16S-c-11,T-030620-16S-w-11,T-030620-16S-w-11,True,False,T-2020-16S-c-11_S11_L001_R1_001.fastq.gz,T-2020-16S-c-11_S11_L001_R2_001.fastq.gz,T-030620-16S-w-11_S11_L001_R1_001.fastq.gz,T-030620-16S-w-11_S11_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-10__1.0__2B__2021-01-09__1__2B__110.0__16S__T-2020-16S-c-10,RLA__seq230714_FWU63__LP__DX__T-030620-w-10__1.0__2B__2021-01-09__1__2B__110.0__16S,seq230714_FWU63,LP__DX__T-030620-w-10__1.0__2B__2021-01-09__1__2B__110.0__16S,T-2020-16S-c-10,T-2020-16S-c-10,T-030620-16S-w-10,T-030620-16S-w-10,True,False,T-2020-16S-c-10_S10_L001_R1_001.fastq.gz,T-2020-16S-c-10_S10_L001_R2_001.fastq.gz,T-030620-16S-w-10_S10_L001_R1_001.fastq.gz,T-030620-16S-w-10_S10_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-9__1.0__2A__2021-01-09__1__2A__98.0__16S__T-2020-16S-c-9,RLA__seq230714_FWU63__LP__DX__T-030620-w-9__1.0__2A__2021-01-09__1__2A__98.0__16S,seq230714_FWU63,LP__DX__T-030620-w-9__1.0__2A__2021-01-09__1__2A__98.0__16S,T-2020-16S-c-9,T-2020-16S-c-9,T-030620-16S-w-9,T-030620-16S-w-9,True,False,T-2020-16S-c-9_S9_L001_R1_001.fastq.gz,T-2020-16S-c-9_S9_L001_R2_001.fastq.gz,T-030620-16S-w-9_S9_L001_R1_001.fastq.gz,T-030620-16S-w-9_S9_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-8__1.0__1H__2021-01-09__1__1H__181.0__16S__T-2020-16S-c-8,RLA__seq230714_FWU63__LP__DX__T-030620-w-8__1.0__1H__2021-01-09__1__1H__181.0__16S,seq230714_FWU63,LP__DX__T-030620-w-8__1.0__1H__2021-01-09__1__1H__181.0__16S,T-2020-16S-c-8,T-2020-16S-c-8,T-030620-16S-w-8,T-030620-16S-w-8,True,False,T-2020-16S-c-8_S8_L001_R1_001.fastq.gz,T-2020-16S-c-8_S8_L001_R2_001.fastq.gz,T-030620-16S-w-8_S8_L001_R1_001.fastq.gz,T-030620-16S-w-8_S8_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-7__1.0__1G__2021-01-09__1__1G__169.0__16S__T-2020-16S-c-7,RLA__seq230714_FWU63__LP__DX__T-030620-w-7__1.0__1G__2021-01-09__1__1G__169.0__16S,seq230714_FWU63,LP__DX__T-030620-w-7__1.0__1G__2021-01-09__1__1G__169.0__16S,T-2020-16S-c-7,T-2020-16S-c-7,T-030620-16S-w-7,T-030620-16S-w-7,True,False,T-2020-16S-c-7_S7_L001_R1_001.fastq.gz,T-2020-16S-c-7_S7_L001_R2_001.fastq.gz,T-030620-16S-w-7_S7_L001_R1_001.fastq.gz,T-030620-16S-w-7_S7_L001_R2_001.fastq.gz,
SF__RLA__seq230714_FWU63__LP__DX__T-030620-w-6__1.0__1F__2021-01-09__1__1F__157.0__16S__T-2020-16S-c-6,RLA__seq230714_FWU63__LP__DX__T-030620-w-6__1.0__1F__2021-01-09__1__1F__157.0__16S,seq230714_FWU63,LP__DX__T-030620-w-6__1.0__1F__2021-01-09__1__1F__157.0__16S,T-2020-16S-c-6,T-2020-16S-c-6,T-030620-16S-w-6,T-030620-16S-w-6,True,False,T-2020-16S-c-6_S6_L001_R1_001.fastq.gz,T-2020-16S-c-6_S6_L001_R2_001.fastq.gz,T-030620-16S-w-6_S6_L001_R1_001.fastq.gz,T-030620-16S-w-6_S6_L001_R2_001.fastq.gz,
