dna_extraction_id,bio_sample_id,DNA_plate_number,plate_position,DNA_ext_date,DNA_conc_plate,DNA_conc_plate_dilutedx10,DNA_conc_individual,speedvac_DNA_conc_individual,days_between_DNA_x
DX__R-210622-c-25-7__2.0__12C__2022-10-11,R-210622-c-25-7,2.0,12C,2022-10-11,,3.6227904582117727,,,
DX__R-210622-c-26-1__2.0__12D__2022-10-11,R-210622-c-26-1,2.0,12D,2022-10-11,,2.6660374120473658,,,
DX__R-210622-c-26-2__2.0__2022-10-06,R-210622-c-26-2,2.0,,2022-10-06,,1.3995194782907157,,,
DX__R-210622-c-26-3__1.0__12B__2022-10-06,R-210622-c-26-3,1.0,12B,2022-10-06,,3.45546593444311,,,
DX__R-210622-c-26-4__3.0__1A__2022-10-12,R-210622-c-26-4,3.0,1A,2022-10-12,,23.765851449275363,,,
DX__R-210622-c-26-5__3.0__1B__2022-10-12,R-210622-c-26-5,3.0,1B,2022-10-12,,24.69690635451505,,,
DX__R-210622-c-26-6__3.0__1C__2022-10-12,R-210622-c-26-6,3.0,1C,2022-10-12,,26.80201365663322,,,
DX__H-200622-c-24-3__2.0__10H__2022-10-11,H-200622-c-24-3,2.0,10H,2022-10-11,,10.169040672730391,,,
DX__H-200622-c-14-1__2.0__1H__2022-10-11,H-200622-c-14-1,2.0,1H,2022-10-11,,18.53698301012528,,,
DX__H-200622-c-24-2__2.0__10G__2022-10-11,H-200622-c-24-2,2.0,10G,2022-10-11,,6.783078771237343,,,
DX__H-200622-c-23-7__2.0__10E__2022-10-11,H-200622-c-23-7,2.0,10E,2022-10-11,,12.886562553629656,,,
DX__H-200622-c-21-1__2.0__8A__2022-10-11,H-200622-c-21-1,2.0,8A,2022-10-11,,6.109490303758366,,,
DX__H-200622-c-21-2__2.0__8B__2022-10-11,H-200622-c-21-2,2.0,8B,2022-10-11,,6.13094216577999,,,
DX__H-200622-c-21-3__2.0__8C__2022-10-11,H-200622-c-21-3,2.0,8C,2022-10-11,,12.759567530461643,,,
DX__H-200622-c-21-4__2.0__8D__2022-10-11,H-200622-c-21-4,2.0,8D,2022-10-11,,13.980607516732452,,,
DX__H-200622-c-21-5__2.0__8E__2022-10-11,H-200622-c-21-5,2.0,8E,2022-10-11,,6.176420113265832,,,
DX__H-200622-c-21-6__2.0__8F__2022-10-11,H-200622-c-21-6,2.0,8F,2022-10-11,,9.92191522224129,,,
DX__H-200622-c-21-7__2.0__8G__2022-10-11,H-200622-c-21-7,2.0,8G,2022-10-11,,5.483095932726961,,,
DX__H-200622-c-22-1__2.0__8H__2022-10-11,H-200622-c-22-1,2.0,8H,2022-10-11,,6.05114123905955,,,
DX__H-200622-c-22-2__2.0__9A__2022-10-11,H-200622-c-22-2,2.0,9A,2022-10-11,,4.71168697442938,,,
DX__H-200622-c-22-3__2.0__9B__2022-10-11,H-200622-c-22-3,2.0,9B,2022-10-11,,6.322292775012871,,,
DX__H-200622-c-22-4__2.0__9C__2022-10-11,H-200622-c-22-4,2.0,9C,2022-10-11,,11.75133001544534,,,
DX__H-200622-c-22-5__2.0__9D__2022-10-11,H-200622-c-22-5,2.0,9D,2022-10-11,,14.087008752359704,,,
DX__H-200622-c-22-6__2.0__9E__2022-10-11,H-200622-c-22-6,2.0,9E,2022-10-11,,10.314913334477431,,,
DX__H-200622-c-22-7__2.0__9F__2022-10-11,H-200622-c-22-7,2.0,9F,2022-10-11,,7.792174360734512,,,
DX__H-200622-c-23-1__2.0__9G__2022-10-11,H-200622-c-23-1,2.0,9G,2022-10-11,,16.453578170585207,,,
DX__H-200622-c-23-2__2.0__9H__2022-10-11,H-200622-c-23-2,2.0,9H,2022-10-11,,11.076883473485498,,,
DX__H-200622-c-23-4__2.0__10B__2022-10-11,H-200622-c-23-4,2.0,10B,2022-10-11,,8.44002059378754,,,
DX__H-200622-c-23-5__2.0__10C__2022-10-11,H-200622-c-23-5,2.0,10C,2022-10-11,,7.460957611120645,,,
DX__H-200622-c-23-6__2.0__10D__2022-10-11,H-200622-c-23-6,2.0,10D,2022-10-11,,9.045821177278189,,,
DX__H-200622-c-24-1__2.0__10F__2022-10-11,H-200622-c-24-1,2.0,10F,2022-10-11,,2.224129054401922,,,
DX__R-210622-c-26-7__3.0__1D__2022-10-12,R-210622-c-26-7,3.0,1D,2022-10-12,,10.43234392419175,,,
DX__H-200622-c-13-7__2.0__1G__2022-10-11,H-200622-c-13-7,2.0,1G,2022-10-11,,28.330187060236828,,,
DX__H-200622-c-13-5__2.0__1E__2022-10-11,H-200622-c-13-5,2.0,1E,2022-10-11,,21.354899605285738,,,
DX__R-280622-c-86__1.0__4F__2022-10-06,R-280622-c-86,1.0,4F,2022-10-06,,4.261150388408833,,,
DX__R-280622-c-87__1.0__4G__2022-10-06,R-280622-c-87,1.0,4G,2022-10-06,,4.3711268220302,,,
DX__R-280622-c-88__1.0__4H__2022-10-06,R-280622-c-88,1.0,4H,2022-10-06,,6.2721480317709695,,,
DX__R-280622-c-89__1.0__5A__2022-10-06,R-280622-c-89,1.0,5A,2022-10-06,,2.0782054639085277,,,
DX__R-280622-c-90__1.0__5B__2022-10-06,R-280622-c-90,1.0,5B,2022-10-06,,0.9426551453260016,,,
DX__R-280622-c-91__1.0__5C__2022-10-06,R-280622-c-91,1.0,5C,2022-10-06,,0.1981321462861132,,,
DX__R-280622-c-92__1.0__5D__2022-10-06,R-280622-c-92,1.0,5D,2022-10-06,,0.2103517500218207,,,
DX__R-280622-c-93__1.0__5E__2022-10-06,R-280622-c-93,1.0,5E,2022-10-06,,0.2155887230514096,,,
DX__R-280622-c-85__1.0__4E__2022-10-06,R-280622-c-85,1.0,4E,2022-10-06,,1.7884262896046086,,,
DX__R-280622-c-94__1.0__5F__2022-10-06,R-280622-c-94,1.0,5F,2022-10-06,,4.530854499432661,,,
DX__R-280622-c-96__1.0__5H__2022-10-06,R-280622-c-96,1.0,5H,2022-10-06,,10.11259492013616,,,
DX__R-040722-c-97__1.0__6A__2022-10-06,R-040722-c-97,1.0,6A,2022-10-06,,1.751767478397486,,,
DX__R-040722-c-98__1.0__6B__2022-10-06,R-040722-c-98,1.0,6B,2022-10-06,,1.0648511826830758,,,
DX__R-040722-c-99__1.0__6C__2022-10-06,R-040722-c-99,1.0,6C,2022-10-06,,0.5568647988129528,,,
DX__R-040722-c-100__1.0__6D__2022-10-06,R-040722-c-100,1.0,6D,2022-10-06,,0.1728201099764336,,,
DX__R-040722-c-101__1.0__6E__2022-10-06,R-040722-c-101,1.0,6E,2022-10-06,,0.4931482936196212,,,
DX__R-040722-c-102__1.0__6F__2022-10-06,R-040722-c-102,1.0,6F,2022-10-06,,1.1381688050973204,,,
DX__R-040722-c-103__1.0__6G__2022-10-06,R-040722-c-103,1.0,6G,2022-10-06,,3.932093916382997,,,
DX__R-280622-c-95__1.0__5G__2022-10-06,R-280622-c-95,1.0,5G,2022-10-06,,5.067644234965523,,,
DX__R-280622-c-84__1.0__4D__2022-10-06,R-280622-c-84,1.0,4D,2022-10-06,,1.2420354368508335,,,
DX__R-280622-c-83__1.0__4C__2022-10-06,R-280622-c-83,1.0,4C,2022-10-06,,3.074975997206948,,,
DX__R-280622-c-82__1.0__4B__2022-10-06,R-280622-c-82,1.0,4B,2022-10-06,,2.9510343021733436,,,
DX__R-160622-c-3__1.0__1C__2022-10-06,R-160622-c-3,1.0,1C,2022-10-06,,4.855546827267173,,,
DX__R-160622-c-4__1.0__1D__2022-10-06,R-160622-c-4,1.0,1D,2022-10-06,,6.930260975822641,,,
DX__R-160622-c-5__1.0__1E__2022-10-06,R-160622-c-5,1.0,1E,2022-10-06,,6.601204503796805,,,
DX__R-160622-c-6__1.0__1F__2022-10-06,R-160622-c-6,1.0,1F,2022-10-06,,1.8233394431352012,,,
DX__R-160622-c-7__1.0__1G__2022-10-06,R-160622-c-7,1.0,1G,2022-10-06,,4.008030025312037,,,
DX__R-160622-c-8__1.0__1H__2022-10-06,R-160622-c-8,1.0,1H,2022-10-06,,1.600768089377673,,,
DX__R-160622-c-9__1.0__2A__2022-10-06,R-160622-c-9,1.0,2A,2022-10-06,,20.22955398446365,,,
DX__R-160622-c-10__1.0__2B__2022-10-06,R-160622-c-10,1.0,2B,2022-10-06,,9.355852317360563,,,
DX__R-160622-c-11__1.0__2C__2022-10-06,R-160622-c-11,1.0,2C,2022-10-06,,5.899450117831893,,,
DX__R-160622-c-12__1.0__2D__2022-10-06,R-160622-c-12,1.0,2D,2022-10-06,,4.154665270140526,,,
DX__R-280622-c-73__1.0__3A__2022-10-06,R-280622-c-73,1.0,3A,2022-10-06,,5.198568560705246,,,
DX__R-280622-c-74__1.0__3B__2022-10-06,R-280622-c-74,1.0,3B,2022-10-06,,3.567251461988304,,,
DX__R-280622-c-75__1.0__3C__2022-10-06,R-280622-c-75,1.0,3C,2022-10-06,,3.712141049140264,,,
DX__R-280622-c-76__1.0__3D__2022-10-06,R-280622-c-76,1.0,3D,2022-10-06,,4.579732914375491,,,
DX__R-280622-c-77__1.0__3E__2022-10-06,R-280622-c-77,1.0,3E,2022-10-06,,2.786942480579558,,,
DX__R-280622-c-78__1.0__3F__2022-10-06,R-280622-c-78,1.0,3F,2022-10-06,,10.260102993802915,,,
DX__R-280622-c-79__1.0__3G__2022-10-06,R-280622-c-79,1.0,3G,2022-10-06,,2.5914288208082397,,,
DX__R-280622-c-80__1.0__3H__2022-10-06,R-280622-c-80,1.0,3H,2022-10-06,,4.128480404992581,,,
DX__R-280622-c-81__1.0__4A__2022-10-06,R-280622-c-81,1.0,4A,2022-10-06,,3.093305402810509,,,
DX__R-040722-c-104__1.0__6H__2022-10-06,R-040722-c-104,1.0,6H,2022-10-06,,8.214192196910187,,,
DX__R-040722-c-105__1.0__7A__2022-10-06,R-040722-c-105,1.0,7A,2022-10-06,,0.8859212708387885,,,
DX__R-040722-c-106__1.0__7B__2022-10-06,R-040722-c-106,1.0,7B,2022-10-06,,0.5324255913415379,,,
DX__R-040722-c-107__1.0__7C__2022-10-06,R-040722-c-107,1.0,7C,2022-10-06,,0.3683337697477524,,,
DX__R-140722-c-131__1.0__10C__2022-10-06,R-140722-c-131,1.0,10C,2022-10-06,,4.7001832940560355,,,
DX__R-140722-c-132__1.0__10D__2022-10-06,R-140722-c-132,1.0,10D,2022-10-06,,9.241511739547876,,,
DX__R-140722-c-133__1.0__10E__2022-10-06,R-140722-c-133,1.0,10E,2022-10-06,,6.143842192546042,,,
DX__R-140722-c-134__1.0__10F__2022-10-06,R-140722-c-134,1.0,10F,2022-10-06,,5.1365977131884435,,,
DX__R-140722-c-135__1.0__10G__2022-10-06,R-140722-c-135,1.0,10G,2022-10-06,,3.70428558959588,,,
DX__R-140722-c-136__1.0__10H__2022-10-06,R-140722-c-136,1.0,10H,2022-10-06,,5.505804311774461,,,
DX__R-140722-c-137__1.0__11A__2022-10-06,R-140722-c-137,1.0,11A,2022-10-06,,2.9431788426289605,,,
DX__R-140722-c-138__1.0__11B__2022-10-06,R-140722-c-138,1.0,11B,2022-10-06,,4.026359430915598,,,
DX__R-140722-c-139__1.0__11C__2022-10-06,R-140722-c-139,1.0,11C,2022-10-06,,1.396526141223706,,,
DX__R-140722-c-140__1.0__11D__2022-10-06,R-140722-c-140,1.0,11D,2022-10-06,,2.223095051060487,,,
DX__R-140722-c-141__1.0__11E__2022-10-06,R-140722-c-141,1.0,11E,2022-10-06,,5.74845072881208,,,
DX__R-140722-c-143__1.0__11G__2022-10-06,R-140722-c-143,1.0,11G,2022-10-06,,5.346076634371999,,,
DX__R-140722-c-144__1.0__11H__2022-10-06,R-140722-c-144,1.0,11H,2022-10-06,,3.961770096884001,,,
DX__H-200622-c-13-1__2.0__1A__2022-10-11,H-200622-c-13-1,2.0,1A,2022-10-11,,25.20336365196499,,,
DX__H-200622-c-13-2__2.0__1B__2022-10-11,H-200622-c-13-2,2.0,1B,2022-10-11,,27.3519821520508,,,
DX__H-200622-c-13-3__2.0__1C__2022-10-11,H-200622-c-13-3,2.0,1C,2022-10-11,,17.954350437617986,,,
DX__H-200622-c-13-4__2.0__1D__2022-10-11,H-200622-c-13-4,2.0,1D,2022-10-11,,23.2452376866312,,,
DX__R-140722-c-130__1.0__10B__2022-10-06,R-140722-c-130,1.0,10B,2022-10-06,,7.385877629396875,,,
DX__H-200622-c-13-6__2.0__1F__2022-10-11,H-200622-c-13-6,2.0,1F,2022-10-11,,24.280933585035186,,,
DX__R-140722-c-129__1.0__10A__2022-10-06,R-140722-c-129,1.0,10A,2022-10-06,,12.165488347735009,,,
DX__R-140722-c-127__1.0__9G__2022-10-06,R-140722-c-127,1.0,9G,2022-10-06,,5.043205027494109,,,
DX__R-040722-c-108__1.0__7D__2022-10-06,R-040722-c-108,1.0,7D,2022-10-06,,0.6022518984027232,,,
DX__R-040722-c-109__1.0__7E__2022-10-06,R-040722-c-109,1.0,7E,2022-10-06,,0.2304268133019115,,,
DX__R-040722-c-110__1.0__7F__2022-10-06,R-040722-c-110,1.0,7F,2022-10-06,,1.7744610281923714,,,
DX__R-040722-c-111__1.0__7G__2022-10-06,R-040722-c-111,1.0,7G,2022-10-06,,0.9435279741642664,,,
DX__R-040722-c-112__1.0__7H__2022-10-06,R-040722-c-112,1.0,7H,2022-10-06,,1.0194640830933055,,,
DX__R-040722-c-113__1.0__8A__2022-10-06,R-040722-c-113,1.0,8A,2022-10-06,,5.9448372174216635,,,
DX__R-040722-c-114__1.0__8B__2022-10-06,R-040722-c-114,1.0,8B,2022-10-06,,0.8318058828663699,,,
DX__R-040722-c-115__1.0__8C__2022-10-06,R-040722-c-115,1.0,8C,2022-10-06,,1.0002618486514794,,,
DX__R-040722-c-116__1.0__8D__2022-10-06,R-040722-c-116,1.0,8D,2022-10-06,,0.6668412324343196,,,
DX__R-040722-c-117__1.0__8E__2022-10-06,R-040722-c-117,1.0,8E,2022-10-06,,2.5303308021297024,,,
DX__R-040722-c-118__1.0__8F__2022-10-06,R-040722-c-118,1.0,8F,2022-10-06,,2.553024351924587,,,
DX__R-040722-c-119__1.0__8G__2022-10-06,R-040722-c-119,1.0,8G,2022-10-06,,1.9298245614035088,,,
DX__R-040722-c-120__1.0__8H__2022-10-06,R-040722-c-120,1.0,8H,2022-10-06,,5.350440778563324,,,
DX__R-140722-c-121__1.0__9A__2022-10-06,R-140722-c-121,1.0,9A,2022-10-06,,0.0008728288382648,,,
DX__R-140722-c-122__1.0__9B__2022-10-06,R-140722-c-122,1.0,9B,2022-10-06,,4.589334031596404,,,
DX__R-140722-c-123__1.0__9C__2022-10-06,R-140722-c-123,1.0,9C,2022-10-06,,1.2708387885135726,,,
DX__R-140722-c-124__1.0__9D__2022-10-06,R-140722-c-124,1.0,9D,2022-10-06,,5.849698874050799,,,
DX__R-140722-c-125__1.0__9E__2022-10-06,R-140722-c-125,1.0,9E,2022-10-06,,3.6466788862704025,,,
DX__R-140722-c-126__1.0__9F__2022-10-06,R-140722-c-126,1.0,9F,2022-10-06,,5.051933315876757,,,
DX__R-140722-c-128__1.0__9H__2022-10-06,R-140722-c-128,1.0,9H,2022-10-06,,10.736667539495503,,,
DX__R-160622-c-2__1.0__1B__2022-10-06,R-160622-c-2,1.0,1B,2022-10-06,,10.088155712664747,,,
DX__R-210622-c-27__3.0__1E__2022-10-12,R-210622-c-27,3.0,1E,2022-10-12,,34.55790133779264,,,
DX__R-210622-c-29__3.0__1G__2022-10-12,R-210622-c-29,3.0,1G,2022-10-12,,19.03567447045708,,,
DX__A-230622-c-58-7__4.0__4B__2022-10-12,A-230622-c-58-7,4.0,4B,2022-10-12,,19.502684176473675,,,
DX__A-230622-c-59-1__4.0__2022-10-12,A-230622-c-59-1,4.0,,2022-10-12,,27.098816164512915,,,
DX__A-230622-c-59-2__4.0__4D__2022-10-12,A-230622-c-59-2,4.0,4D,2022-10-12,,8.703026911710703,,,
DX__A-230622-c-59-3__4.0__4E__2022-10-12,A-230622-c-59-3,4.0,4E,2022-10-12,,35.36468078409429,,,
DX__A-230622-c-59-4__4.0__4F__2022-10-12,A-230622-c-59-4,4.0,4F,2022-10-12,,42.23424904261458,,,
DX__A-230622-c-59-5__4.0__4G__2022-10-12,A-230622-c-59-5,4.0,4G,2022-10-12,,20.932204871736584,,,
DX__A-230622-c-59-6__4.0__4H__2022-10-12,A-230622-c-59-6,4.0,4H,2022-10-12,,26.36438351373564,,,
DX__A-230622-c-59-7__4.0__5A__2022-10-12,A-230622-c-59-7,4.0,5A,2022-10-12,,7.7771171769807825,,,
DX__A-230622-c-58-6__4.0__2022-10-12,A-230622-c-58-6,4.0,,2022-10-12,,17.52059034395929,,,
DX__A-230622-c-60-1__4.0__5B__2022-10-12,A-230622-c-60-1,4.0,5B,2022-10-12,,11.179114134331227,,,
DX__A-230622-c-60-3__4.0__5D__2022-10-12,A-230622-c-60-3,4.0,5D,2022-10-12,,10.274188189623516,,,
DX__A-230622-c-60-4__4.0__5E__2022-10-12,A-230622-c-60-4,4.0,5E,2022-10-12,,17.91928235438124,,,
DX__A-230622-c-60-5__4.0__5F__2022-10-12,A-230622-c-60-5,4.0,5F,2022-10-12,,17.74354311294525,,,
DX__A-230622-c-60-7__4.0__5H__2022-10-12,A-230622-c-60-7,4.0,5H,2022-10-12,,4.765943308793957,,,
DX__A-230622-c-61-1__4.0__6A__2022-10-12,A-230622-c-61-1,4.0,6A,2022-10-12,,2.709531886617588,,,
DX__A-230622-c-61-2__4.0__6B__2022-10-12,A-230622-c-61-2,4.0,6B,2022-10-12,,14.34416912934758,,,
DX__A-230622-c-61-3__4.0__6C__2022-10-12,A-230622-c-61-3,4.0,6C,2022-10-12,,6.783884449262945,,,
DX__A-230622-c-60-2__4.0__5C__2022-10-12,A-230622-c-60-2,4.0,5C,2022-10-12,,8.496686309825659,,,
DX__A-230622-c-58-5__4.0__3H__2022-10-12,A-230622-c-58-5,4.0,3H,2022-10-12,,10.966653260356376,,,
DX__A-230622-c-58-4__4.0__3G__2022-10-12,A-230622-c-58-4,4.0,3G,2022-10-12,,12.710056481368143,,,
DX__A-230622-c-58-3__4.0__3F__2022-10-12,A-230622-c-58-3,4.0,3F,2022-10-12,,16.943536118348575,,,
DX__A-230622-c-50-4__4.0__1C__2022-10-12,A-230622-c-50-4,4.0,1C,2022-10-12,,14.61083812754647,,,
DX__A-230622-c-50-5__4.0__1D__2022-10-12,A-230622-c-50-5,4.0,1D,2022-10-12,,30.133596796474723,,,
DX__A-230622-c-50-6__4.0__1E__2022-10-12,A-230622-c-50-6,4.0,1E,2022-10-12,,25.022295276898596,,,
DX__A-230622-c-50-7__4.0__1F__2022-10-12,A-230622-c-50-7,4.0,1F,2022-10-12,,27.5919352300348,,,
DX__A-230622-c-51-1__4.0__1G__2022-10-12,A-230622-c-51-1,4.0,1G,2022-10-12,,15.11444908807946,,,
DX__A-230622-c-51-2__4.0__1H__2022-10-12,A-230622-c-51-2,4.0,1H,2022-10-12,,9.538006889677725,,,
DX__A-230622-c-51-3__4.0__2A__2022-10-12,A-230622-c-51-3,4.0,2A,2022-10-12,,11.467641247136587,,,
DX__A-230622-c-51-4__4.0__2022-10-12,A-230622-c-51-4,4.0,,2022-10-12,,9.512651476734224,,,
DX__A-230622-c-51-5__4.0__2C__2022-10-12,A-230622-c-51-5,4.0,2C,2022-10-12,,10.644027488764928,,,
DX__A-230622-c-51-6__4.0__2D__2022-10-12,A-230622-c-51-6,4.0,2D,2022-10-12,,8.996799972021613,,,
DX__A-230622-c-51-7__4.0__2E__2022-10-12,A-230622-c-51-7,4.0,2E,2022-10-12,,0.4249217479497088,,,
DX__A-230622-c-52__4.0__2F__2022-10-12,A-230622-c-52,4.0,2F,2022-10-12,,8.486194414814555,,,
DX__A-230622-c-53__4.0__2G__2022-10-12,A-230622-c-53,4.0,2G,2022-10-12,,9.604455558081382,,,
DX__A-230622-c-54__4.0__2H__2022-10-12,A-230622-c-54,4.0,2H,2022-10-12,,13.661321629041565,,,
DX__A-230622-c-55__4.0__2022-10-12,A-230622-c-55,4.0,,2022-10-12,,14.680784094287164,,,
DX__A-230622-c-56__4.0__2022-10-12,A-230622-c-56,4.0,,2022-10-12,,14.654554356759403,,,
DX__A-230622-c-57__4.0__3C__2022-10-12,A-230622-c-57,4.0,3C,2022-10-12,,20.225750607655588,,,
DX__A-230622-c-58-1__4.0__2022-10-12,A-230622-c-58-1,4.0,,2022-10-12,,19.826184272649375,,,
DX__A-230622-c-58-2__4.0__3E__2022-10-12,A-230622-c-58-2,4.0,3E,2022-10-12,,22.934408169688915,,,
DX__A-230622-c-61-4__4.0__6D__2022-10-12,A-230622-c-61-4,4.0,6D,2022-10-12,,11.473761519226398,,,
DX__A-230622-c-61-5__4.0__2022-10-12,A-230622-c-61-5,4.0,,2022-10-12,,10.509381502789097,,,
DX__A-230622-c-61-6__4.0__6F__2022-10-12,A-230622-c-61-6,4.0,6F,2022-10-12,,16.87446447619214,,,
DX__A-230622-c-61-7__4.0__6G__2022-10-12,A-230622-c-61-7,4.0,6G,2022-10-12,,24.271250459020408,,,
DX__A-230622-c-70-4__4.0__9G__2022-10-12,A-230622-c-70-4,4.0,9G,2022-10-12,,8.9399688740448,,,
DX__A-230622-c-70-5__4.0__9H__2022-10-12,A-230622-c-70-5,4.0,9H,2022-10-12,,9.57297987304807,,,
DX__A-230622-c-70-6__4.0__10A__2022-10-12,A-230622-c-70-6,4.0,10A,2022-10-12,,4.531624320212636,,,
DX__A-230622-c-70-7__4.0__10B__2022-10-12,A-230622-c-70-7,4.0,10B,2022-10-12,,3.818175459457569,,,
DX__A-230622-c-71-1__4.0__10C__2022-10-12,A-230622-c-71-1,4.0,10C,2022-10-12,,1.87280325948205,,,
DX__A-230622-c-71-2__4.0__10D__2022-10-12,A-230622-c-71-2,4.0,10D,2022-10-12,,1.9532411212338467,,,
DX__A-230622-c-71-3__4.0__10E__2022-10-12,A-230622-c-71-3,4.0,10E,2022-10-12,,2.4105128788011263,,,
DX__A-230622-c-71-4__4.0__10F__2022-10-12,A-230622-c-71-4,4.0,10F,2022-10-12,,2.746253519156451,,,
DX__A-230622-c-71-5__4.0__10G__2022-10-12,A-230622-c-71-5,4.0,10G,2022-10-12,,3.1554374245895045,,,
DX__A-230622-c-71-6__4.0__10H__2022-10-12,A-230622-c-71-6,4.0,10H,2022-10-12,,2.7934670467064193,,,
DX__A-230622-c-71-7__4.0__11A__2022-10-12,A-230622-c-71-7,4.0,11A,2022-10-12,,1.698812667214577,,,
DX__A-230622-c-72-1__4.0__11B__2022-10-12,A-230622-c-72-1,4.0,11B,2022-10-12,,3.1711752671061606,,,
DX__A-230622-c-72-2__4.0__11C__2022-10-12,A-230622-c-72-2,4.0,11C,2022-10-12,,1.6734572542710755,,,
DX__A-230622-c-72-3__4.0__11D__2022-10-12,A-230622-c-72-3,4.0,11D,2022-10-12,,2.5434102156084424,,,
DX__A-230622-c-72-4__4.0__11E__2022-10-12,A-230622-c-72-4,4.0,11E,2022-10-12,,23.01484603144071,,,
DX__A-230622-c-72-5__4.0__11F__2022-10-12,A-230622-c-72-5,4.0,11F,2022-10-12,,10.275062514207775,,,
DX__A-230622-c-72-6__4.0__11G__2022-10-12,A-230622-c-72-6,4.0,11G,2022-10-12,,4.198506653610086,,,
DX__A-230622-c-72-7__4.0__11H__2022-10-12,A-230622-c-72-7,4.0,11H,2022-10-12,,8.994176998268838,,,
DX__A-230622-c-60-6__4.0__2022-10-12,A-230622-c-60-6,4.0,,2022-10-12,,,,,
DX__A-230622-c-70-3__4.0__9F__2022-10-12,A-230622-c-70-3,4.0,9F,2022-10-12,,8.373406543445189,,,
DX__A-230622-c-50-3__4.0__1B__2022-10-12,A-230622-c-50-3,4.0,1B,2022-10-12,,18.615244723451134,,,
DX__A-230622-c-70-2__4.0__9E__2022-10-12,A-230622-c-70-2,4.0,9E,2022-10-12,,9.446202808330565,,,
DX__A-230622-c-69__4.0__9C__2022-10-12,A-230622-c-69,4.0,9C,2022-10-12,,8.363788973018343,,,
DX__A-230622-c-62-1__4.0__6H__2022-10-12,A-230622-c-62-1,4.0,6H,2022-10-12,,17.12452130729012,,,
DX__A-230622-c-62-2__4.0__7A__2022-10-12,A-230622-c-62-2,4.0,7A,2022-10-12,,4.445940510955287,,,
DX__A-230622-c-62-3__4.0__7B__2022-10-12,A-230622-c-62-3,4.0,7B,2022-10-12,,5.237204259709374,,,
DX__A-230622-c-62-4__4.0__7C__2022-10-12,A-230622-c-62-4,4.0,7C,2022-10-12,,6.794376344274048,,,
DX__A-230622-c-62-5__4.0__7D__2022-10-12,A-230622-c-62-5,4.0,7D,2022-10-12,,5.130536660429818,,,
DX__A-230622-c-62-6__4.0__7E__2022-10-12,A-230622-c-62-6,4.0,7E,2022-10-12,,12.000104918950113,,,
DX__A-230622-c-62-7__4.0__7F__2022-10-12,A-230622-c-62-7,4.0,7F,2022-10-12,,11.35485337576722,,,
DX__A-230622-c-63-1__4.0__7G__2022-10-12,A-230622-c-63-1,4.0,7G,2022-10-12,,9.294070330669555,,,
DX__A-230622-c-63-2__4.0__7H__2022-10-12,A-230622-c-63-2,4.0,7H,2022-10-12,,7.7290293248465565,,,
DX__A-230622-c-63-3__4.0__8A__2022-10-12,A-230622-c-63-3,4.0,8A,2022-10-12,,6.85820203892493,,,
DX__A-230622-c-63-4__4.0__8B__2022-10-12,A-230622-c-63-4,4.0,8B,2022-10-12,,4.387360763809957,,,
DX__A-230622-c-63-5__4.0__8C__2022-10-12,A-230622-c-63-5,4.0,8C,2022-10-12,,5.090317729553919,,,
DX__A-230622-c-63-6__4.0__8D__2022-10-12,A-230622-c-63-6,4.0,8D,2022-10-12,,8.591113364925596,,,
DX__A-230622-c-63-7__4.0__8E__2022-10-12,A-230622-c-63-7,4.0,8E,2022-10-12,,10.18063545910784,,,
DX__A-230622-c-64__4.0__8F__2022-10-12,A-230622-c-64,4.0,8F,2022-10-12,,11.186983055589558,,,
DX__A-230622-c-65__4.0__8G__2022-10-12,A-230622-c-65,4.0,8G,2022-10-12,,8.401384930141466,,,
DX__A-230622-c-66__4.0__8H__2022-10-12,A-230622-c-66,4.0,8H,2022-10-12,,13.738262192456329,,,
DX__A-230622-c-67__4.0__9A__2022-10-12,A-230622-c-67,4.0,9A,2022-10-12,,13.476839141762987,,,
DX__A-230622-c-68__4.0__9B__2022-10-12,A-230622-c-68,4.0,9B,2022-10-12,,11.246437127319146,,,
DX__A-230622-c-70-1__4.0__9D__2022-10-12,A-230622-c-70-1,4.0,9D,2022-10-12,,11.744802140346582,,,
DX__R-210622-c-28__3.0__1F__2022-10-12,R-210622-c-28,3.0,1F,2022-10-12,,25.744669732441473,,,
DX__A-230622-c-50-2__4.0__1A__2022-10-12,A-230622-c-50-2,4.0,1A,2022-10-12,,12.63311591795338,,,
DX__R-210622-c-35-7__3.0__4G__2022-10-12,R-210622-c-35-7,3.0,4G,2022-10-12,,4.915691192865106,,,
DX__R-210622-c-36-1__3.0__4H__2022-10-12,R-210622-c-36-1,3.0,4H,2022-10-12,,17.494077480490525,,,
DX__R-210622-c-36-2__3.0__5A__2022-10-12,R-210622-c-36-2,3.0,5A,2022-10-12,,17.120436176142697,,,
DX__R-210622-c-36-3__3.0__5B__2022-10-12,R-210622-c-36-3,3.0,5B,2022-10-12,,19.057448439241917,,,
DX__R-210622-c-36-4__3.0__5C__2022-10-12,R-210622-c-36-4,3.0,5C,2022-10-12,,5.289332497212932,,,
DX__R-210622-c-36-5__3.0__5D__2022-10-12,R-210622-c-36-5,3.0,5D,2022-10-12,,9.78696348940914,,,
DX__R-210622-c-36-6__3.0__5E__2022-10-12,R-210622-c-36-6,3.0,5E,2022-10-12,,3.7799609810479375,,,
